inbitrate,incodec,induration,inframerate,inframes,inheight,inwidth,insize,outbitrate,outcodec,outframerate,outheight,outwidth,utime
55552,mpeg4,98.683334,30,1184,144,176,48267,820000,flv,12,144,176,0.288
55552,mpeg4,98.683334,30,1184,144,176,48267,820000,flv,15,144,176,0.288
55552,mpeg4,98.683334,30,1184,144,176,48267,3000000,flv,15,144,176,0.288
55552,mpeg4,98.683334,30,1184,144,176,48267,5000000,flv,15,144,176,0.288
55552,mpeg4,98.683334,30,1184,144,176,48267,242000,flv,25,144,176,0.288
55552,mpeg4,98.683334,30,1184,144,176,48267,3000000,flv,25,144,176,0.288
55552,mpeg4,98.683334,30,1184,144,176,48267,242000,flv,29.97,144,176,0.288
55552,mpeg4,98.683334,12,1184,144,176,48267,820000,flv,12,144,176,0.288
55552,mpeg4,98.683334,12,1184,144,176,48267,820000,flv,15,144,176,0.288
55552,mpeg4,98.683334,12,1184,144,176,48267,3000000,flv,15,144,176,0.288
55552,mpeg4,98.683334,12,1184,144,176,48267,5000000,flv,15,144,176,0.288
55552,mpeg4,98.683334,12,1184,144,176,48267,242000,flv,25,144,176,0.288
55552,mpeg4,98.683334,12,1184,144,176,48267,3000000,flv,25,144,176,0.288
55552,mpeg4,98.683334,12,1184,144,176,48267,242000,flv,29.97,144,176,0.288
55552,mpeg4,98.683334,30,1184,144,176,48267,5000000,flv,29.97,144,176,0.296
55552,mpeg4,98.683334,12,1184,144,176,48267,5000000,flv,29.97,144,176,0.296
244491,flv,340.424,11.99,4081,240,320,1168939,56000,flv,29.97,144,176,0.3
55552,mpeg4,98.683334,30,1184,144,176,48267,539000,flv,29.97,144,176,0.3
54886,mpeg4,680.67,30,8168,144,176,640194,539000,flv,25,144,176,0.3
54886,mpeg4,680.67,12,8168,144,176,640194,539000,flv,25,144,176,0.3
55552,mpeg4,98.683334,12,1184,144,176,48267,539000,flv,29.97,144,176,0.3
244491,flv,340.424,11.99,4081,240,320,1168939,56000,flv,15,144,176,0.304
244491,flv,340.424,11.99,4081,240,320,1168939,109000,flv,29.97,144,176,0.304
54590,mpeg4,130.35667,29.97,1564,144,176,64483,56000,flv,24,144,176,0.304
54590,mpeg4,130.35667,29.97,1564,144,176,64483,56000,flv,25,144,176,0.304
54590,mpeg4,130.35667,29.97,1564,144,176,64483,109000,flv,25,144,176,0.304
54590,mpeg4,130.35667,12,1564,144,176,64483,56000,flv,24,144,176,0.304
54590,mpeg4,130.35667,12,1564,144,176,64483,56000,flv,25,144,176,0.304
54590,mpeg4,130.35667,12,1564,144,176,64483,109000,flv,25,144,176,0.304
244491,flv,340.424,11.99,4081,240,320,1168939,56000,flv,12,144,176,0.308
54590,mpeg4,130.35667,29.97,1564,144,176,64483,56000,flv,29.97,144,176,0.308
54590,mpeg4,130.35667,29.97,1564,144,176,64483,109000,flv,29.97,144,176,0.308
53707,mpeg4,177.33333,12,2128,144,176,100969,109000,flv,15,144,176,0.308
53707,mpeg4,177.33333,12,2128,144,176,100969,56000,flv,25,144,176,0.308
53707,mpeg4,177.33333,12,2128,144,176,100969,242000,flv,25,144,176,0.308
53707,mpeg4,177.33333,12,2128,144,176,100969,56000,flv,29.97,144,176,0.308
54590,mpeg4,130.35667,29.97,1564,144,176,64483,56000,flv,12,144,176,0.308
54590,mpeg4,130.35667,29.97,1564,144,176,64483,56000,flv,15,144,176,0.308
53707,mpeg4,177.33333,29.97,2128,144,176,100969,109000,flv,15,144,176,0.308
53707,mpeg4,177.33333,29.97,2128,144,176,100969,56000,flv,25,144,176,0.308
53707,mpeg4,177.33333,29.97,2128,144,176,100969,242000,flv,25,144,176,0.308
53707,mpeg4,177.33333,29.97,2128,144,176,100969,56000,flv,29.97,144,176,0.308
54590,mpeg4,130.35667,12,1564,144,176,64483,56000,flv,12,144,176,0.308
54590,mpeg4,130.35667,12,1564,144,176,64483,56000,flv,15,144,176,0.308
54590,mpeg4,130.35667,12,1564,144,176,64483,56000,flv,29.97,144,176,0.308
54590,mpeg4,130.35667,12,1564,144,176,64483,109000,flv,29.97,144,176,0.308
53707,mpeg4,177.33333,29.92,2128,144,176,100969,109000,flv,15,144,176,0.308
53707,mpeg4,177.33333,29.92,2128,144,176,100969,56000,flv,25,144,176,0.308
53707,mpeg4,177.33333,29.92,2128,144,176,100969,242000,flv,25,144,176,0.308
53707,mpeg4,177.33333,29.92,2128,144,176,100969,56000,flv,29.97,144,176,0.308
244491,flv,340.424,11.99,4081,240,320,1168939,56000,flv,24,144,176,0.312
244491,flv,340.424,11.99,4081,240,320,1168939,56000,flv,25,144,176,0.312
244491,flv,340.424,11.99,4081,240,320,1168939,109000,flv,25,144,176,0.312
54590,mpeg4,130.35667,29.97,1564,144,176,64483,242000,flv,29.97,144,176,0.312
53707,mpeg4,177.33333,12,2128,144,176,100969,109000,flv,29.97,144,176,0.312
53707,mpeg4,177.33333,29.97,2128,144,176,100969,3000000,flv,15,144,176,0.312
53707,mpeg4,177.33333,29.97,2128,144,176,100969,5000000,flv,25,144,176,0.312
53707,mpeg4,177.33333,29.97,2128,144,176,100969,109000,flv,29.97,144,176,0.312
53707,mpeg4,177.33333,12,2128,144,176,100969,3000000,flv,15,144,176,0.312
53707,mpeg4,177.33333,12,2128,144,176,100969,5000000,flv,25,144,176,0.312
54590,mpeg4,130.35667,12,1564,144,176,64483,242000,flv,29.97,144,176,0.312
53707,mpeg4,177.33333,29.92,2128,144,176,100969,3000000,flv,15,144,176,0.312
53707,mpeg4,177.33333,29.92,2128,144,176,100969,5000000,flv,25,144,176,0.312
53707,mpeg4,177.33333,29.92,2128,144,176,100969,109000,flv,29.97,144,176,0.312
244491,flv,340.424,11.99,4081,240,320,1168939,109000,flv,15,144,176,0.316
244491,flv,340.424,11.99,4081,240,320,1168939,820000,flv,24,144,176,0.316
244491,flv,340.424,11.99,4081,240,320,1168939,56000,flv,24,240,320,0.316
244491,flv,340.424,11.99,4081,240,320,1168939,56000,flv,29.97,240,320,0.316
53707,mpeg4,177.33333,12,2128,144,176,100969,56000,flv,15,144,176,0.316
53707,mpeg4,177.33333,12,2128,144,176,100969,539000,flv,15,144,176,0.316
53707,mpeg4,177.33333,12,2128,144,176,100969,109000,flv,25,144,176,0.316
53707,mpeg4,177.33333,12,2128,144,176,100969,242000,flv,29.97,144,176,0.316
52783,mpeg4,290.01666,25,3478,144,176,119325,56000,flv,25,144,176,0.316
52783,mpeg4,290.01666,25,3478,144,176,119325,109000,flv,25,144,176,0.316
54590,mpeg4,130.35667,29.97,1564,144,176,64483,109000,flv,15,144,176,0.316
53707,mpeg4,177.33333,29.97,2128,144,176,100969,56000,flv,15,144,176,0.316
53707,mpeg4,177.33333,29.97,2128,144,176,100969,539000,flv,15,144,176,0.316
53707,mpeg4,177.33333,29.97,2128,144,176,100969,5000000,flv,15,144,176,0.316
53707,mpeg4,177.33333,29.97,2128,144,176,100969,109000,flv,25,144,176,0.316
53707,mpeg4,177.33333,29.97,2128,144,176,100969,539000,flv,25,144,176,0.316
53707,mpeg4,177.33333,29.97,2128,144,176,100969,242000,flv,29.97,144,176,0.316
53707,mpeg4,177.33333,12,2128,144,176,100969,5000000,flv,15,144,176,0.316
53707,mpeg4,177.33333,12,2128,144,176,100969,539000,flv,25,144,176,0.316
54590,mpeg4,130.35667,12,1564,144,176,64483,109000,flv,15,144,176,0.316
52783,mpeg4,290.01666,12,3478,144,176,119325,56000,flv,25,144,176,0.316
52783,mpeg4,290.01666,12,3478,144,176,119325,109000,flv,25,144,176,0.316
53707,mpeg4,177.33333,29.92,2128,144,176,100969,56000,flv,15,144,176,0.316
53707,mpeg4,177.33333,29.92,2128,144,176,100969,539000,flv,15,144,176,0.316
53707,mpeg4,177.33333,29.92,2128,144,176,100969,5000000,flv,15,144,176,0.316
53707,mpeg4,177.33333,29.92,2128,144,176,100969,109000,flv,25,144,176,0.316
53707,mpeg4,177.33333,29.92,2128,144,176,100969,539000,flv,25,144,176,0.316
53707,mpeg4,177.33333,29.92,2128,144,176,100969,242000,flv,29.97,144,176,0.316
244491,flv,340.424,11.99,4081,240,320,1168939,242000,flv,12,144,176,0.32
244491,flv,340.424,11.99,4081,240,320,1168939,820000,flv,12,144,176,0.32
244491,flv,340.424,11.99,4081,240,320,1168939,56000,flv,12,240,320,0.32
244491,flv,340.424,11.99,4081,240,320,1168939,539000,flv,15,144,176,0.32
244491,flv,340.424,11.99,4081,240,320,1168939,56000,flv,15,240,320,0.32
244491,flv,340.424,11.99,4081,240,320,1168939,3000000,flv,25,144,176,0.32
244491,flv,340.424,11.99,4081,240,320,1168939,56000,flv,25,240,320,0.32
244491,flv,340.424,11.99,4081,240,320,1168939,242000,flv,29.97,144,176,0.32
244491,flv,340.424,11.99,4081,240,320,1168939,5000000,flv,29.97,144,176,0.32
244491,flv,340.424,11.99,4081,240,320,1168939,109000,flv,29.97,240,320,0.32
54590,mpeg4,130.35667,29.97,1564,144,176,64483,5000000,flv,24,144,176,0.32
54590,mpeg4,130.35667,29.97,1564,144,176,64483,5000000,flv,29.97,144,176,0.32
53707,mpeg4,177.33333,12,2128,144,176,100969,56000,flv,12,144,176,0.32
53707,mpeg4,177.33333,12,2128,144,176,100969,56000,flv,24,144,176,0.32
53707,mpeg4,177.33333,12,2128,144,176,100969,109000,flv,24,144,176,0.32
52783,mpeg4,290.01666,25,3478,144,176,119325,109000,flv,12,144,176,0.32
52783,mpeg4,290.01666,25,3478,144,176,119325,3000000,flv,12,144,176,0.32
52783,mpeg4,290.01666,25,3478,144,176,119325,56000,flv,15,144,176,0.32
52783,mpeg4,290.01666,25,3478,144,176,119325,3000000,flv,25,144,176,0.32
54590,mpeg4,130.35667,29.97,1564,144,176,64483,3000000,flv,12,144,176,0.32
54590,mpeg4,130.35667,29.97,1564,144,176,64483,3000000,flv,15,144,176,0.32
53707,mpeg4,177.33333,29.97,2128,144,176,100969,56000,flv,12,144,176,0.32
53707,mpeg4,177.33333,29.97,2128,144,176,100969,820000,flv,12,144,176,0.32
53707,mpeg4,177.33333,29.97,2128,144,176,100969,56000,flv,24,144,176,0.32
53707,mpeg4,177.33333,29.97,2128,144,176,100969,109000,flv,24,144,176,0.32
53707,mpeg4,177.33333,29.97,2128,144,176,100969,820000,flv,24,144,176,0.32
53707,mpeg4,177.33333,29.97,2128,144,176,100969,820000,flv,29.97,144,176,0.32
53707,mpeg4,177.33333,12,2128,144,176,100969,820000,flv,12,144,176,0.32
53707,mpeg4,177.33333,12,2128,144,176,100969,820000,flv,24,144,176,0.32
53707,mpeg4,177.33333,12,2128,144,176,100969,820000,flv,29.97,144,176,0.32
52783,mpeg4,290.01666,12,3478,144,176,119325,109000,flv,12,144,176,0.32
52783,mpeg4,290.01666,12,3478,144,176,119325,3000000,flv,12,144,176,0.32
54590,mpeg4,130.35667,12,1564,144,176,64483,3000000,flv,12,144,176,0.32
52783,mpeg4,290.01666,12,3478,144,176,119325,56000,flv,15,144,176,0.32
54590,mpeg4,130.35667,12,1564,144,176,64483,3000000,flv,15,144,176,0.32
54590,mpeg4,130.35667,12,1564,144,176,64483,5000000,flv,24,144,176,0.32
52783,mpeg4,290.01666,12,3478,144,176,119325,3000000,flv,25,144,176,0.32
54590,mpeg4,130.35667,12,1564,144,176,64483,5000000,flv,29.97,144,176,0.32
53707,mpeg4,177.33333,29.92,2128,144,176,100969,56000,flv,12,144,176,0.32
53707,mpeg4,177.33333,29.92,2128,144,176,100969,820000,flv,12,144,176,0.32
53707,mpeg4,177.33333,29.92,2128,144,176,100969,56000,flv,24,144,176,0.32
53707,mpeg4,177.33333,29.92,2128,144,176,100969,109000,flv,24,144,176,0.32
53707,mpeg4,177.33333,29.92,2128,144,176,100969,820000,flv,24,144,176,0.32
53707,mpeg4,177.33333,29.92,2128,144,176,100969,820000,flv,29.97,144,176,0.32
244491,flv,340.424,11.99,4081,240,320,1168939,109000,flv,12,144,176,0.324
244491,flv,340.424,11.99,4081,240,320,1168939,109000,flv,12,240,320,0.324
244491,flv,340.424,11.99,4081,240,320,1168939,5000000,flv,15,144,176,0.324
244491,flv,340.424,11.99,4081,240,320,1168939,109000,flv,24,144,176,0.324
244491,flv,340.424,11.99,4081,240,320,1168939,242000,flv,24,144,176,0.324
244491,flv,340.424,11.99,4081,240,320,1168939,5000000,flv,24,144,176,0.324
244491,flv,340.424,11.99,4081,240,320,1168939,242000,flv,25,144,176,0.324
244491,flv,340.424,11.99,4081,240,320,1168939,5000000,flv,25,144,176,0.324
54590,mpeg4,130.35667,29.97,1564,144,176,64483,109000,flv,24,144,176,0.324
54590,mpeg4,130.35667,29.97,1564,144,176,64483,242000,flv,24,144,176,0.324
54590,mpeg4,130.35667,29.97,1564,144,176,64483,539000,flv,25,144,176,0.324
54590,mpeg4,130.35667,29.97,1564,144,176,64483,3000000,flv,25,144,176,0.324
54590,mpeg4,130.35667,29.97,1564,144,176,64483,5000000,flv,25,144,176,0.324
54590,mpeg4,130.35667,29.97,1564,144,176,64483,539000,flv,29.97,144,176,0.324
54590,mpeg4,130.35667,29.97,1564,144,176,64483,3000000,flv,29.97,144,176,0.324
53707,mpeg4,177.33333,12,2128,144,176,100969,539000,flv,12,144,176,0.324
53707,mpeg4,177.33333,12,2128,144,176,100969,539000,flv,24,144,176,0.324
52783,mpeg4,290.01666,25,3478,144,176,119325,56000,flv,12,144,176,0.324
52783,mpeg4,290.01666,25,3478,144,176,119325,539000,flv,15,144,176,0.324
52783,mpeg4,290.01666,25,3478,144,176,119325,56000,flv,24,144,176,0.324
52783,mpeg4,290.01666,25,3478,144,176,119325,109000,flv,24,144,176,0.324
52783,mpeg4,290.01666,25,3478,144,176,119325,242000,flv,24,144,176,0.324
52783,mpeg4,290.01666,25,3478,144,176,119325,539000,flv,24,144,176,0.324
52783,mpeg4,290.01666,25,3478,144,176,119325,109000,flv,29.97,144,176,0.324
52783,mpeg4,290.01666,25,3478,144,176,119325,242000,flv,29.97,144,176,0.324
54590,mpeg4,130.35667,29.97,1564,144,176,64483,242000,flv,12,144,176,0.324
54590,mpeg4,130.35667,29.97,1564,144,176,64483,820000,flv,12,144,176,0.324
54590,mpeg4,130.35667,29.97,1564,144,176,64483,5000000,flv,12,144,176,0.324
54590,mpeg4,130.35667,29.97,1564,144,176,64483,242000,flv,15,144,176,0.324
53707,mpeg4,177.33333,29.97,2128,144,176,100969,539000,flv,12,144,176,0.324
53707,mpeg4,177.33333,29.97,2128,144,176,100969,3000000,flv,12,144,176,0.324
53707,mpeg4,177.33333,29.97,2128,144,176,100969,539000,flv,24,144,176,0.324
53707,mpeg4,177.33333,29.97,2128,144,176,100969,3000000,flv,24,144,176,0.324
53707,mpeg4,177.33333,29.97,2128,144,176,100969,3000000,flv,25,144,176,0.324
53707,mpeg4,177.33333,29.97,2128,144,176,100969,5000000,flv,29.97,144,176,0.324
53707,mpeg4,177.33333,12,2128,144,176,100969,3000000,flv,12,144,176,0.324
53707,mpeg4,177.33333,12,2128,144,176,100969,3000000,flv,24,144,176,0.324
53707,mpeg4,177.33333,12,2128,144,176,100969,3000000,flv,25,144,176,0.324
53707,mpeg4,177.33333,12,2128,144,176,100969,5000000,flv,29.97,144,176,0.324
52783,mpeg4,290.01666,12,3478,144,176,119325,56000,flv,12,144,176,0.324
54590,mpeg4,130.35667,12,1564,144,176,64483,242000,flv,12,144,176,0.324
54590,mpeg4,130.35667,12,1564,144,176,64483,820000,flv,12,144,176,0.324
54590,mpeg4,130.35667,12,1564,144,176,64483,5000000,flv,12,144,176,0.324
54590,mpeg4,130.35667,12,1564,144,176,64483,242000,flv,15,144,176,0.324
52783,mpeg4,290.01666,12,3478,144,176,119325,539000,flv,15,144,176,0.324
52783,mpeg4,290.01666,12,3478,144,176,119325,56000,flv,24,144,176,0.324
52783,mpeg4,290.01666,12,3478,144,176,119325,109000,flv,24,144,176,0.324
54590,mpeg4,130.35667,12,1564,144,176,64483,109000,flv,24,144,176,0.324
52783,mpeg4,290.01666,12,3478,144,176,119325,242000,flv,24,144,176,0.324
54590,mpeg4,130.35667,12,1564,144,176,64483,242000,flv,24,144,176,0.324
52783,mpeg4,290.01666,12,3478,144,176,119325,539000,flv,24,144,176,0.324
54590,mpeg4,130.35667,12,1564,144,176,64483,539000,flv,25,144,176,0.324
54590,mpeg4,130.35667,12,1564,144,176,64483,3000000,flv,25,144,176,0.324
54590,mpeg4,130.35667,12,1564,144,176,64483,5000000,flv,25,144,176,0.324
52783,mpeg4,290.01666,12,3478,144,176,119325,109000,flv,29.97,144,176,0.324
52783,mpeg4,290.01666,12,3478,144,176,119325,242000,flv,29.97,144,176,0.324
54590,mpeg4,130.35667,12,1564,144,176,64483,539000,flv,29.97,144,176,0.324
54590,mpeg4,130.35667,12,1564,144,176,64483,3000000,flv,29.97,144,176,0.324
53707,mpeg4,177.33333,29.92,2128,144,176,100969,539000,flv,12,144,176,0.324
53707,mpeg4,177.33333,29.92,2128,144,176,100969,3000000,flv,12,144,176,0.324
53707,mpeg4,177.33333,29.92,2128,144,176,100969,539000,flv,24,144,176,0.324
53707,mpeg4,177.33333,29.92,2128,144,176,100969,3000000,flv,24,144,176,0.324
53707,mpeg4,177.33333,29.92,2128,144,176,100969,3000000,flv,25,144,176,0.324
53707,mpeg4,177.33333,29.92,2128,144,176,100969,5000000,flv,29.97,144,176,0.324
244491,flv,340.424,11.99,4081,240,320,1168939,539000,flv,12,144,176,0.328
244491,flv,340.424,11.99,4081,240,320,1168939,5000000,flv,12,144,176,0.328
244491,flv,340.424,11.99,4081,240,320,1168939,242000,flv,15,144,176,0.328
244491,flv,340.424,11.99,4081,240,320,1168939,539000,flv,24,144,176,0.328
244491,flv,340.424,11.99,4081,240,320,1168939,539000,flv,25,144,176,0.328
244491,flv,340.424,11.99,4081,240,320,1168939,820000,flv,25,144,176,0.328
244491,flv,340.424,11.99,4081,240,320,1168939,820000,flv,29.97,144,176,0.328
54590,mpeg4,130.35667,29.97,1564,144,176,64483,539000,flv,24,144,176,0.328
54590,mpeg4,130.35667,29.97,1564,144,176,64483,820000,flv,24,144,176,0.328
54590,mpeg4,130.35667,29.97,1564,144,176,64483,3000000,flv,24,144,176,0.328
53707,mpeg4,177.33333,12,2128,144,176,100969,109000,flv,12,144,176,0.328
53707,mpeg4,177.33333,12,2128,144,176,100969,242000,flv,12,144,176,0.328
53707,mpeg4,177.33333,12,2128,144,176,100969,242000,flv,15,144,176,0.328
52783,mpeg4,290.01666,25,3478,144,176,119325,5000000,flv,15,144,176,0.328
52783,mpeg4,290.01666,25,3478,144,176,119325,539000,flv,25,144,176,0.328
52783,mpeg4,290.01666,25,3478,144,176,119325,56000,flv,29.97,144,176,0.328
52783,mpeg4,290.01666,25,3478,144,176,119325,5000000,flv,29.97,144,176,0.328
53707,mpeg4,177.33333,29.97,2128,144,176,100969,109000,flv,12,144,176,0.328
53707,mpeg4,177.33333,29.97,2128,144,176,100969,242000,flv,12,144,176,0.328
53707,mpeg4,177.33333,29.97,2128,144,176,100969,5000000,flv,12,144,176,0.328
53707,mpeg4,177.33333,29.97,2128,144,176,100969,242000,flv,15,144,176,0.328
53707,mpeg4,177.33333,29.97,2128,144,176,100969,820000,flv,15,144,176,0.328
53707,mpeg4,177.33333,29.97,2128,144,176,100969,5000000,flv,24,144,176,0.328
53707,mpeg4,177.33333,29.97,2128,144,176,100969,820000,flv,25,144,176,0.328
53707,mpeg4,177.33333,29.97,2128,144,176,100969,539000,flv,29.97,144,176,0.328
53707,mpeg4,177.33333,29.97,2128,144,176,100969,3000000,flv,29.97,144,176,0.328
53707,mpeg4,177.33333,12,2128,144,176,100969,5000000,flv,12,144,176,0.328
53707,mpeg4,177.33333,12,2128,144,176,100969,820000,flv,15,144,176,0.328
53707,mpeg4,177.33333,12,2128,144,176,100969,5000000,flv,24,144,176,0.328
53707,mpeg4,177.33333,12,2128,144,176,100969,820000,flv,25,144,176,0.328
53707,mpeg4,177.33333,12,2128,144,176,100969,539000,flv,29.97,144,176,0.328
53707,mpeg4,177.33333,12,2128,144,176,100969,3000000,flv,29.97,144,176,0.328
52783,mpeg4,290.01666,12,3478,144,176,119325,5000000,flv,15,144,176,0.328
54590,mpeg4,130.35667,12,1564,144,176,64483,539000,flv,24,144,176,0.328
54590,mpeg4,130.35667,12,1564,144,176,64483,820000,flv,24,144,176,0.328
54590,mpeg4,130.35667,12,1564,144,176,64483,3000000,flv,24,144,176,0.328
52783,mpeg4,290.01666,12,3478,144,176,119325,539000,flv,25,144,176,0.328
52783,mpeg4,290.01666,12,3478,144,176,119325,56000,flv,29.97,144,176,0.328
52783,mpeg4,290.01666,12,3478,144,176,119325,5000000,flv,29.97,144,176,0.328
53707,mpeg4,177.33333,29.92,2128,144,176,100969,109000,flv,12,144,176,0.328
53707,mpeg4,177.33333,29.92,2128,144,176,100969,242000,flv,12,144,176,0.328
53707,mpeg4,177.33333,29.92,2128,144,176,100969,5000000,flv,12,144,176,0.328
53707,mpeg4,177.33333,29.92,2128,144,176,100969,242000,flv,15,144,176,0.328
53707,mpeg4,177.33333,29.92,2128,144,176,100969,820000,flv,15,144,176,0.328
53707,mpeg4,177.33333,29.92,2128,144,176,100969,5000000,flv,24,144,176,0.328
53707,mpeg4,177.33333,29.92,2128,144,176,100969,820000,flv,25,144,176,0.328
53707,mpeg4,177.33333,29.92,2128,144,176,100969,539000,flv,29.97,144,176,0.328
53707,mpeg4,177.33333,29.92,2128,144,176,100969,3000000,flv,29.97,144,176,0.328
244491,flv,340.424,11.99,4081,240,320,1168939,3000000,flv,12,144,176,0.332
244491,flv,340.424,11.99,4081,240,320,1168939,820000,flv,15,144,176,0.332
244491,flv,340.424,11.99,4081,240,320,1168939,3000000,flv,15,144,176,0.332
244491,flv,340.424,11.99,4081,240,320,1168939,109000,flv,24,240,320,0.332
244491,flv,340.424,11.99,4081,240,320,1168939,109000,flv,25,240,320,0.332
244491,flv,340.424,11.99,4081,240,320,1168939,539000,flv,29.97,144,176,0.332
52783,mpeg4,290.01666,25,3478,144,176,119325,242000,flv,12,144,176,0.332
52783,mpeg4,290.01666,25,3478,144,176,119325,539000,flv,12,144,176,0.332
52783,mpeg4,290.01666,25,3478,144,176,119325,820000,flv,15,144,176,0.332
52783,mpeg4,290.01666,25,3478,144,176,119325,3000000,flv,29.97,144,176,0.332
54590,mpeg4,130.35667,29.97,1564,144,176,64483,539000,flv,12,144,176,0.332
54590,mpeg4,130.35667,29.97,1564,144,176,64483,5000000,flv,15,144,176,0.332
52783,mpeg4,290.01666,12,3478,144,176,119325,242000,flv,12,144,176,0.332
52783,mpeg4,290.01666,12,3478,144,176,119325,539000,flv,12,144,176,0.332
54590,mpeg4,130.35667,12,1564,144,176,64483,539000,flv,12,144,176,0.332
52783,mpeg4,290.01666,12,3478,144,176,119325,820000,flv,15,144,176,0.332
54590,mpeg4,130.35667,12,1564,144,176,64483,5000000,flv,15,144,176,0.332
52783,mpeg4,290.01666,12,3478,144,176,119325,3000000,flv,29.97,144,176,0.332
244491,flv,340.424,11.99,4081,240,320,1168939,242000,flv,12,240,320,0.336
244491,flv,340.424,11.99,4081,240,320,1168939,3000000,flv,24,144,176,0.336
52783,mpeg4,290.01666,25,3478,144,176,119325,820000,flv,12,144,176,0.336
